Gene Symbol,Gene Accession Id,Allele Symbol,Allele Accession Id,Phenotyping Centre,Colony Id,Sex,Zygosity,Phenotype,Comment
Adam17,MGI:1096335,Adam17<tm1a(EUCOMM)Wtsi>,MGI:4434074,WTSI,MBAD,both,Homozygous , Subviable,
Adam20,MGI:2152342,Adam20<tm1b(EUCOMM)Hmgu>,MGI:5637118,MRC Harwell,H-ADAM20-C11-TM1B,both,Homozygous , Viable,
Adam23,MGI:1345162,Adam23<tm1b(EUCOMM)Hmgu>,MGI:5636978,MRC Harwell,H-ADAM23-A07-TM1B,both,Homozygous , Lethal,
Adam32,MGI:2653822,Adam32<tm1b(KOMP)Wtsi>,MGI:5634295,JAX,JR26865,both,Homozygous , Viable,
Adamts13,MGI:2685556,Adamts13<tm1b(EUCOMM)Wtsi>,MGI:5548873,BCM,Adamts13 EPD0423_2_B08 HOM,both,Homozygous , Viable,
Adamts14,MGI:2179942,Adamts14<em1(IMPC)J>,MGI:5763135,JAX,JR29133,both,Homozygous , Viable,
Adamts16,MGI:2429637,Adamts16<em1(IMPC)H>,MGI:6140148,MRC Harwell,H-ADAMTS16-DEL923-EM1-B6N,both,Homozygous , Viable,
Adamts16,MGI:2429637,Adamts16<em1(IMPC)J>,MGI:5763624,JAX,JR29158,both,Homozygous , Viable,
Adamts18,MGI:2442600,Adamts18<tm1.1(KOMP)Vlcg>,MGI:5548810,UC Davis,BL3122,both,Homozygous , Viable,
Adamts19,MGI:2442875,Adamts19<tm4a(EUCOMM)Wtsi>,MGI:5527601,WTSI,MGTS,both,Homozygous , Viable,
Adamts3,MGI:3045353,Adamts3<tm1b(KOMP)Wtsi>,MGI:5585728,WTSI,MUCB,both,Homozygous , Lethal,
Adamts4,MGI:1339949,Adamts4<tm1b(EUCOMM)Hmgu>,MGI:5692620,BCM,ADASB,both,Homozygous , Viable,
Adamts9,MGI:1916320,Adamts9<tm1b(KOMP)Wtsi>,MGI:5766163,UC Davis,BL2808,both,Homozygous , Subviable,
Adamtsl3,MGI:3028499,Adamtsl3<em1(IMPC)Tcp>,-,TCP,TCPR0837_ADNO,both,Homozygous , Viable,
Adamtsl4,MGI:2389008,Adamtsl4<em1(IMPC)J>,MGI:5795948,JAX,JR29743,both,Homozygous , Viable,
Adamtsl5,MGI:1913798,Adamtsl5<tm1b(EUCOMM)Hmgu>,MGI:5692660,MRC Harwell,H-ADAMTSL5-H08-TM1B,both,Homozygous , Viable,
Adap1,MGI:2442201,Adap1<tm1a(EUCOMM)Wtsi>,MGI:4944490,WTSI,MFPC,both,Homozygous , Viable,
Adar,MGI:1889575,Adar<tm1a(EUCOMM)Wtsi>,MGI:4432463,WTSI,MBLD,both,Homozygous , Lethal,
Adar,MGI:1889575,Adar<tm1b(EUCOMM)Wtsi>,MGI:5474756,JAX,JR22334,both,Homozygous , Lethal,
Adarb2,MGI:2151118,Adarb2<em1(IMPC)Tcp>,MGI:5754576,TCP,TCPR0409_ACVU,both,Homozygous , Viable,
Adck1,MGI:1919363,Adck1<em2(IMPC)Tcp>,MGI:5754577,TCP,TCPR0384_ACRW,both,Homozygous , Viable,
Adck2,MGI:1889336,Adck2<tm1.1(KOMP)Vlcg>,MGI:5529498,JAX,JR24518,both,Homozygous , Viable,
Adck5,MGI:2679274,Adck5<tm1.1(KOMP)Vlcg>,MGI:5609360,JAX,JR25175,both,Homozygous , Viable,
Adcy1,MGI:99677,Adcy1<tm1b(EUCOMM)Wtsi>,MGI:5780575,MRC Harwell,H-ADCY1-B05-TM1B,both,Homozygous , Viable,
Adcy2,MGI:99676,Adcy2<tm1a(KOMP)Wtsi>,MGI:4451651,WTSI,MDZW,both,Homozygous , Viable,
Adcy3,MGI:99675,Adcy3<tm1a(EUCOMM)Wtsi>,MGI:4432916,WTSI,MGZH,both,Homozygous , Subviable,
Adcy9,MGI:108450,Adcy9<tm1b(EUCOMM)Wtsi>,MGI:5636912,WTSI,MUFE,both,Homozygous , Subviable,
Adcyap1r1,MGI:108449,Adcyap1r1<tm1e.1(KOMP)Wtsi>,-,RBRC,RIKEN-Adcyap1r1-B07_,both,Homozygous , Subviable,
Adgb,MGI:3605549,Adgb<em1(IMPC)Mbp>,MGI:6140126,UC Davis,CR1262,both,Homozygous , Viable,
Adgra1,MGI:1277167,Adgra1<em1(IMPC)J>,MGI:5688779,JAX,JR27694,both,Homozygous , Subviable,Conflicting data
Adgra1,MGI:1277167,Adgra1<tm1b(EUCOMM)Hmgu>,MGI:5642368,JAX,JR27811,both,Homozygous , Viable,Conflicting data
Adgrb1,MGI:1933736,Adgrb1<tm2a(EUCOMM)Wtsi>,MGI:5006776,WTSI,MEMT,both,Homozygous , Viable,
Adgrb2,MGI:2451244,Adgrb2<tm1b(KOMP)Mbp>,MGI:5616366,JAX,JR26616,both,Homozygous , Viable,
Adgrb3,MGI:2441837,Adgrb3<em1(IMPC)Bay>,-,BCM,ADGBB,both,Homozygous , Subviable,
Adgrd1,MGI:3041203,Adgrd1<tm1b(EUCOMM)Wtsi>,MGI:5548892,WTSI,MUCE,both,Homozygous , Viable,
Adgre4,MGI:1196464,Adgre4<tm1b(EUCOMM)Hmgu>,MGI:5642354,JAX,JR27807,both,Homozygous , Viable,
Adgrf4,MGI:1925499,Adgrf4<tm2b(EUCOMM)Wtsi>,MGI:5692752,BCM,GPOFB,both,Homozygous , Viable,
Adgrf5,MGI:2182928,Adgrf5<tm1b(KOMP)Wtsi>,MGI:5513786,TCP,TCPA0138Cre,both,Homozygous , Viable,
Adgrg5,MGI:2685955,Adgrg5<tm1b(EUCOMM)Wtsi>,MGI:5805686,MRC Harwell,H-Gpr114-H03-Tm1b,both,Homozygous , Viable,
Adgrl3,MGI:2441950,Adgrl3<tm1.1(KOMP)Vlcg>,MGI:5603353,UC Davis,ET10155,both,Homozygous , Viable,
Adgrv1,MGI:1274784,Adgrv1<tm1.1(KOMP)Vlcg>,MGI:5695890,UC Davis,ET9317,both,Homozygous , Viable,
Adh5,MGI:87929,Adh5<tm1b(EUCOMM)Wtsi>,MGI:5548916,MRC Harwell,H-Adh5-G04-TM1B,both,Homozygous , Viable,
Adig,MGI:2675492,Adig<tm1(KOMP)Vlcg>,MGI:4460531,UC Davis,ET10154,both,Homozygous , Viable,
Adipor1,MGI:1919924,Adipor1<tm1b(EUCOMM)Hmgu>,MGI:5692722,MRC Harwell,H-ADIPOR1-B12-TM1B,both,Homozygous , Viable,
Adm2,MGI:2675256,Adm2<tm1.1(KOMP)Vlcg>,MGI:5695957,UC Davis,BL4084,both,Homozygous , Viable,
Adnp2,MGI:2448562,Adnp2<em3(IMPC)Tcp>,MGI:5754578,TCP,TCPR0357_ACPB,both,Homozygous , Subviable,
Adora1,MGI:99401,Adora1<tm1b(KOMP)Wtsi>,MGI:5634953,JAX,JR26987,both,Homozygous , Viable,
Adora2b,MGI:99403,Adora2b<tm1.1(KOMP)Vlcg>,MGI:5445790,JAX,JR18592,both,Homozygous , Viable,
Adpgk,MGI:1919391,Adpgk<tm2a(EUCOMM)Wtsi>,MGI:4840602,WTSI,MFTB,both,Homozygous , Viable,
Adprhl1,MGI:2442168,Adprhl1<em1(IMPC)H>,MGI:6140149,MRC Harwell,H-ADPRHL1-DEL1087-EM1-B6N,both,Homozygous , Viable,
Adprhl2,MGI:2140364,Adprhl2<em1(IMPC)Wtsi>,MGI:6140089,WTSI,DAES,both,Homozygous , Viable,
Adprm,MGI:1913608,Adprm<tm1b(EUCOMM)Hmgu>,MGI:5811623,HMGU,H4963-HEPD0690_8_C04-1,both,Homozygous , Viable,
Adra2a,MGI:87934,Adra2a<tm1.1(KOMP)Vlcg>,MGI:5695965,UC Davis,BL4870,both,Homozygous , Viable,
Adsl,MGI:103202,Adsl<tm1b(KOMP)Wtsi>,MGI:5548339,BCM,ADSBB,both,Homozygous , Lethal,
Adss,MGI:87948,Adss<tm1b(EUCOMM)Wtsi>,MGI:5617796,MRC Harwell,H-ADSS-G04-TM1B,both,Homozygous , Lethal,
Aebp1,MGI:1197012,Aebp1<tm1.1(KOMP)Wtsi>,MGI:5696883,UC Davis,TCPA0940Cre,both,Homozygous , Lethal,
Aff3,MGI:106927,Aff3<tm1a(EUCOMM)Wtsi>,MGI:4434291,WTSI,MCND,both,Homozygous , Viable,
Afmid,MGI:2448704,Afmid<tm1b(EUCOMM)Wtsi>,MGI:5548841,MRC Harwell,H-Afmid-A07-TM1B,both,Homozygous , Viable,
Agap1,MGI:2653690,Agap1<tm1a(EUCOMM)Wtsi>,MGI:4820274,WTSI,MDVW,both,Homozygous , Subviable,
Agfg2,MGI:2443267,Agfg2<em1(IMPC)J>,MGI:5816161,JAX,JR30096,both,Homozygous , Viable,
Agl,MGI:1924809,Agl<tm1b(EUCOMM)Wtsi>,MGI:5548686,MRC Harwell,H-Agl-E12-TM1B-2,both,Homozygous , Subviable,
Ago1,MGI:2446630,Ago1<tm1a(KOMP)Wtsi>,MGI:4362358,WTSI,MBKH,both,Homozygous , Subviable,
Ago3,MGI:2446634,Ago3<tm1a(KOMP)Wtsi>,MGI:4880894,WTSI,MEPR,both,Homozygous , Viable,
Agpat1,MGI:1932075,Agpat1<tm1.1(KOMP)Vlcg>,MGI:5554916,JAX,JR24154,both,Homozygous , Subviable,
Agpat3,MGI:1336186,Agpat3<tm1a(EUCOMM)Wtsi>,MGI:4432492,WTSI,MBGV,both,Homozygous , Subviable,
Agpat4,MGI:1915512,Agpat4<tm1b(KOMP)Wtsi>,MGI:5637031,MRC Harwell,H-AGPAT4-A12-TM1B,both,Homozygous , Viable,
Agtr1a,MGI:87964,Agtr1a<em1(IMPC)Rbrc>,-,RBRC,RIKEN-Agtr1a-A04_,both,Homozygous , Viable,
Ahcy,MGI:87968,Ahcy<tm1b(EUCOMM)Hmgu>,MGI:5605830,TCP,TCPA0663Cre,both,Homozygous , Lethal,
Ahcyl1,MGI:2385184,Ahcyl1<tm1a(EUCOMM)Wtsi>,MGI:4431930,WTSI,MECH,both,Homozygous , Viable,
Ahnak,MGI:1316648,Ahnak<tm1b(KOMP)Mbp>,MGI:5636950,MRC Harwell,H-AHNAK-A01-TM1B,both,Homozygous , Subviable,
Ahrr,MGI:1333776,Ahrr<tm1b(KOMP)Wtsi>,MGI:5443922,JAX,JR18561,both,Homozygous , Viable,
Ahsa1,MGI:2387603,Ahsa1<em1(IMPC)J>,MGI:5804023,JAX,JR29805,both,Homozygous , Viable,
Ahsa2,MGI:1916133,Ahsa2<tm1b(EUCOMM)Wtsi>,MGI:5548571,ICS,IP00005099a,both,Homozygous , Viable,
Ahsg,MGI:107189,Ahsg<tm1.1(KOMP)Vlcg>,MGI:5548370,UC Davis,BL3485,both,Homozygous , Viable,
Aicda,MGI:1342279,Aicda<tm1b(EUCOMM)Hmgu>,MGI:5636974,WTSI,PMAV,both,Homozygous , Viable,
Aif1l,MGI:1919598,Aif1l<tm1b(EUCOMM)Wtsi>,MGI:5548618,BCM,AFLLB,both,Homozygous , Viable,
Aire,MGI:1338803,Aire<tm1.1(NCOM)Mfgc>,MGI:5766149,TCP,TCPA0819Cre,both,Homozygous , Viable,
Ajap1,MGI:2685419,Ajap1<tm1b(EUCOMM)Hmgu>,MGI:5502312,JAX,JR23421,both,Homozygous , Viable,
Akap10,MGI:1890218,Akap10<tm1.1(KOMP)Vlcg>,MGI:5574598,UC Davis,BL4875,both,Homozygous , Subviable,
Akap11,MGI:2684060,Akap11<tm1b(EUCOMM)Hmgu>,MGI:5503137,JAX,JR23512,both,Homozygous , Viable,
Akap7,MGI:1859150,Akap7<tm2b(EUCOMM)Hmgu>,MGI:5612823,BCM,AKAQB,both,Homozygous , Viable,
Akap9,MGI:2178217,Akap9<tm1a(KOMP)Wtsi>,MGI:4362642,WTSI,MBFR,both,Homozygous , Subviable,
Akip1,MGI:3041226,Akip1<tm1.1(KOMP)Vlcg>,MGI:5565609,JAX,JR25117,both,Homozygous , Viable,
Akr1b8,MGI:107673,Akr1b8<tm1.1(KOMP)Vlcg>,MGI:5523271,JAX,JR24334,both,Homozygous , Viable,
Akr1c12,MGI:1351661,Akr1c12<tm1b(KOMP)Wtsi>,MGI:5692634,MARC,Akr1c12_EPD0770_2_C11,both,Homozygous , Viable,
Akr1c14,MGI:2145458,Akr1c14<tm1.1(KOMP)Vlcg>,MGI:5695947,UC Davis,BL4533,both,Homozygous , Viable,
Akr1c20,MGI:2151104,Akr1c20<tm1a(KOMP)Wtsi>,MGI:4950952,WTSI,MHCU,both,Homozygous , Viable,
Akr1d1,MGI:2384785,Akr1d1<tm1.1(KOMP)Vlcg>,MGI:5550435,JAX,JR24896,both,Homozygous , Viable,
Akr7a5,MGI:107796,Akr7a5<tm1b(EUCOMM)Hmgu>,MGI:5617786,HMGU,HMGU-HEPD0722_5_G08-1-1,both,Homozygous , Subviable,
Aktip,MGI:3693832,Aktip<tm1b(EUCOMM)Hmgu>,MGI:5513742,TCP,TCPM0215Cre,both,Homozygous , Viable,
Alad,MGI:96853,Alad<em1(IMPC)Tcp>,-,TCP,TCPR0629_ADGP,both,Homozygous , Lethal,
Aldh16a1,MGI:1916998,Aldh16a1<tm1a(EUCOMM)Wtsi>,MGI:4432547,WTSI,MBWA,both,Homozygous , Viable,
Aldh18a1,MGI:1888908,Aldh18a1<tm1a(KOMP)Wtsi>,MGI:4363671,WTSI,MBPH,both,Homozygous , Lethal,
Aldh1a3,MGI:1861722,Aldh1a3<tm1b(KOMP)Wtsi>,MGI:5634954,JAX,JR26984,both,Homozygous , Lethal,
Aldh1b1,MGI:1919785,Aldh1b1<tm2a(EUCOMM)Wtsi>,MGI:4840594,WTSI,MGER,both,Homozygous , Viable,
Aldh1l1,MGI:1340024,Aldh1l1<tm1b(KOMP)Wtsi>,MGI:5548445,HMGU,HMGU-EPD0132_6_G09-3-1,both,Homozygous , Viable,
Aldh2,MGI:99600,Aldh2<tm1b(EUCOMM)Wtsi>,MGI:5695134,HMGU,GSF-EPD0089_4_F11-1-1,both,Homozygous , Viable,
Aldh3a1,MGI:1353451,Aldh3a1<tm1b(EUCOMM)Wtsi>,MGI:5548482,MRC Harwell,H-ALDH3A1-G05-TM1B-2,both,Homozygous , Viable,
Aldh3b1,MGI:1914939,Aldh3b1<tm1b(EUCOMM)Wtsi>,MGI:5548549,WTSI,MUBT,both,Homozygous , Subviable,
Aldh9a1,MGI:1861622,Aldh9a1<tm1b(KOMP)Wtsi>,MGI:5572027,BCM,ALDHB,both,Homozygous , Viable,
Aldoa,MGI:87994,Aldoa<tm1.1(KOMP)Wtsi>,MGI:5605831,BCM,ALODB,both,Homozygous , Lethal,
Aldob,MGI:87995,Aldob<tm2b(EUCOMM)Wtsi>,MGI:5606345,BCM,ALDEB,both,Homozygous , Subviable,
Aldoc,MGI:101863,Aldoc<tm1.1(KOMP)Vlcg>,MGI:5548322,UC Davis,BL3551,both,Homozygous , Viable,
Alg1,MGI:2384774,Alg1<tm1b(KOMP)Wtsi>,MGI:5698866,MARC,Alg1_EPD0356_2_C06,both,Homozygous , Lethal,
Alg10b,MGI:2146159,Alg10b<tm1(KOMP)Vlcg>,MGI:4399184,BCM,Alg10b 10825A-D5-1,both,Homozygous , Lethal,
Alg10b,MGI:2146159,Alg10b<tm1.1(KOMP)Vlcg>,MGI:5548751,BCM,Alg10b 10825A-D5,both,Homozygous , Lethal,
Alg11,MGI:2142632,Alg11<tm1.1(KOMP)Vlcg>,MGI:5704519,JAX,JR28467,both,Homozygous , Lethal,
Alg14,MGI:1914039,Alg14<tm2b(EUCOMM)Hmgu>,MGI:5692664,BCM,ALGOB,both,Homozygous , Lethal,
Alg2,MGI:1914731,Alg2<tm1.1(KOMP)Vlcg>,MGI:5523411,JAX,JR24331,both,Homozygous , Lethal,
Alg6,MGI:2444031,Alg6<em1(IMPC)Tcp>,-,TCP,TCPR0838_ADNE,both,Homozygous , Lethal,
Alg9,MGI:1924753,Alg9<em1(IMPC)J>,MGI:5823410,JAX,JR30238,both,Homozygous , Lethal,
Alkbh6,MGI:2142037,Alkbh6<tm1b(EUCOMM)Hmgu>,MGI:6120771,HMGU,HMGU-HEPD0923_1_F03-1-1,both,Homozygous , Viable,
Alms1,MGI:1934606,Alms1<tm1b(EUCOMM)Hmgu>,MGI:5796935,MRC Harwell,H-Alms1-G08-TM1B,both,Homozygous , Viable,
Alox12e,MGI:1274790,Alox12e<tm1b(EUCOMM)Wtsi>,MGI:5548415,WTSI,MUCA,both,Homozygous , Viable,
Alox15,MGI:87997,Alox15<tm1b(KOMP)Mbp>,MGI:5696932,UC Davis,TCPA0969Cre,both,Homozygous , Viable,
Alpk1,MGI:1918731,Alpk1<em1(IMPC)Wtsi>,MGI:6149149,WTSI,DAAA,both,Homozygous , Viable,
Alpk2,MGI:2449492,Alpk2<em1(IMPC)J>,MGI:5901883,JAX,JR30734,both,Homozygous , Viable,
Alpk3,MGI:2151224,Alpk3<tm1b(EUCOMM)Hmgu>,MGI:5698072,MRC Harwell,H-ALPK3-F08-TM1B,both,Homozygous , Subviable,
Amdhd1,MGI:1919011,Amdhd1<tm2b(EUCOMM)Hmgu>,MGI:5609350,MRC Harwell,H-AMDHD1-B09-TM1B,both,Homozygous , Viable,
Amfr,MGI:1345634,Amfr<tm1a(KOMP)Wtsi>,MGI:4362704,WTSI,MBPL,both,Homozygous , Subviable,
Amigo1,MGI:2653612,Amigo1<tm1.1(KOMP)Vlcg>,MGI:5634962,JAX,JR27551,both,Homozygous , Viable,
Amigo3,MGI:2444854,Amigo3<tm1.1(KOMP)Vlcg>,MGI:5548832,UC Davis,BL3141,both,Homozygous , Viable,
Ampd1,MGI:88015,Ampd1<tm1b(KOMP)Wtsi>,MGI:5548917,TCP,ET5105,both,Homozygous , Subviable,
Ampd2,MGI:88016,,-,MRC Harwell,H-AMPD2-G04-TM1B,both,Homozygous , Subviable,
Ampd3,MGI:1096344,Ampd3<tm2a(KOMP)Wtsi>,MGI:4364610,WTSI,MANH,both,Homozygous , Viable,
Amz2,MGI:104837,Amz2<tm1e(KOMP)Wtsi>,MGI:4451419,WTSI,MFXD,both,Homozygous , Viable,
Anapc1,MGI:103097,Anapc1<em1(IMPC)J>,MGI:5825199,JAX,JR30349,both,Homozygous , Lethal,
Anapc13,MGI:1916260,Anapc13<tm2b(EUCOMM)Wtsi>,MGI:5606343,BCM,ANPCB,both,Homozygous , Lethal,
Anapc15,MGI:1922680,Anapc15<tm1.1(KOMP)Vlcg>,MGI:5561049,JAX,JR24656,both,Homozygous , Lethal,
Anapc4,MGI:1098673,Anapc4<tm1b(EUCOMM)Wtsi>,MGI:5548397,BCM,ANADB,both,Homozygous , Lethal,
Ang6,MGI:3528602,Ang6<tm1.1(KOMP)Vlcg>,MGI:5695964,UC Davis,BL3843,both,Homozygous , Viable,
Angel2,MGI:1196310,Angel2<em1(IMPC)Marc>,-,MARC,Angel2_cas9_del32,both,Homozygous , Viable,
Angptl4,MGI:1888999,Angptl4<tm1b(EUCOMM)Hmgu>,MGI:5637000,MRC Harwell,H-ANGPTL4-E04-TM1B,both,Homozygous , Viable,
Ankhd1,MGI:1921733,Ankhd1<tm1a(KOMP)Wtsi>,MGI:4847680,WTSI,MHAV,both,Homozygous , Viable,
Ankib1,MGI:1918047,Ankib1<tm1b(EUCOMM)Hmgu>,MGI:5698069,MRC Harwell,H-ANKIB1-B09-TM1B,both,Homozygous , Viable,
Ankle2,MGI:1261856,Ankle2<em1(IMPC)Bay>,-,BCM,ANKLB,both,Homozygous , Subviable,
Ankrd1,MGI:1097717,Ankrd1<tm1.1(KOMP)Vlcg>,MGI:5569943,UC Davis,BL3455,both,Homozygous , Viable,
Ankrd10,MGI:1921840,Ankrd10<tm2b(EUCOMM)Hmgu>,MGI:5692732,HMGU,HMGU-HEPD0788_5_C08-1-1,both,Homozygous , Subviable,
Ankrd11,MGI:1924337,Ankrd11<tm1b(EUCOMM)Wtsi>,MGI:5548681,ICS,IP00005581a,both,Homozygous , Lethal,
Ankrd13d,MGI:1915673,Ankrd13d<tm2a(KOMP)Wtsi>,MGI:5503344,WTSI,MGPK,both,Homozygous , Viable,
Ankrd27,MGI:2444103,Ankrd27<tm1b(EUCOMM)Hmgu>,MGI:5612827,ICS,IP00005556a,both,Homozygous , Viable,
Ankrd35,MGI:2442590,Ankrd35<em1(IMPC)J>,MGI:5810098,JAX,JR29975,both,Homozygous , Viable,
Ankrd45,MGI:1921094,Ankrd45<em1(IMPC)J>,MGI:5812890,JAX,JR30086,both,Homozygous , Viable,
Ankrd53,MGI:1922555,Ankrd53<tm1(KOMP)Wtsi>,MGI:4419936,MARC,Ankrd53_EPD0375_5_D07-1,both,Homozygous , Viable,
Ankrd6,MGI:2154278,Ankrd6<tm1.1(KOMP)Wtsi>,MGI:5548763,WTSI,MUBA,both,Homozygous , Viable,
Ankrd7,MGI:1922446,Ankrd7<tm1b(KOMP)Wtsi>,MGI:5692734,BCM,ANKEB,both,Homozygous , Viable,
Ankrd9,MGI:1921501,Ankrd9<tm1(KOMP)Wtsi>,MGI:4419197,WTSI,MEVW,both,Homozygous , Viable,
Anks1b,MGI:1924781,Anks1b<tm1a(KOMP)Wtsi>,MGI:4820106,WTSI,MELK,both,Homozygous , Viable,
Anks3,MGI:1919865,Anks3<em1(IMPC)J>,MGI:5763008,JAX,JR29109,both,Homozygous , Lethal,
Anks4b,MGI:1919324,Anks4b<tm2a(EUCOMM)Wtsi>,MGI:4433863,WTSI,MBWR,both,Homozygous , Viable,
Anks6,MGI:1922941,Anks6<tm1b(KOMP)Wtsi>,MGI:5637085,WTSI,MUFX,both,Homozygous , Lethal,
Ankub1,MGI:2685256,Ankub1<tm1.1(KOMP)Vlcg>,MGI:5708256,UC Davis,BL5612,both,Homozygous , Viable,
Ano6,MGI:2145890,Ano6<em3(IMPC)Tcp>,MGI:5754582,TCP,TCPR0236_em3,both,Homozygous , Subviable,
Ano7,MGI:3052714,Ano7<em1(IMPC)J>,MGI:5775821,JAX,JR29341,both,Homozygous , Viable,
Ano8,MGI:2687327,Ano8<em1(IMPC)J>,MGI:5776201,JAX,JR29360,both,Homozygous , Viable,
Anxa3,MGI:1201378,Anxa3<tm1b(EUCOMM)Hmgu>,MGI:5617787,HMGU,HMGU-HEPD0715_8_H08-1-1,both,Homozygous , Viable,
Anxa8,MGI:1201374,Anxa8<em1(IMPC)Wtsi>,MGI:6140090,WTSI,DAFF,both,Homozygous , Viable,
Anxa9,MGI:1923711,Anxa9<tm1b(EUCOMM)Wtsi>,MGI:5548668,WTSI,MUBO,both,Homozygous , Viable,
Aoah,MGI:1350928,Aoah<em1(IMPC)Mbp>,-,UC Davis,CR888,both,Homozygous , Viable,
Aoc1,MGI:1923757,Aoc1<tm1b(EUCOMM)Hmgu>,MGI:5548670,HMGU,H4340-HEPD0615_1_A11-1,both,Homozygous , Viable,
Ap1ar,MGI:2384822,Ap1ar<tm2b(EUCOMM)Hmgu>,MGI:5695127,BCM,APASB,both,Homozygous , Viable,
Ap1g1,MGI:101919,Ap1g1<tm1b(EUCOMM)Hmgu>,MGI:5638688,JAX,JR27623,both,Homozygous , Lethal,
Ap2a2,MGI:101920,Ap2a2<em1(IMPC)Wtsi>,MGI:6153278,WTSI,DABV,both,Homozygous , Subviable,Conflicting data
Ap2a2,MGI:101920,Ap2a2<tm1b(EUCOMM)Wtsi>,MGI:5548327,WTSI,MUAC,both,Homozygous , Viable,Conflicting data
Ap2b1,MGI:1919020,Ap2b1<em1(IMPC)J>,MGI:5776619,JAX,JR29383,both,Homozygous , Lethal,
Ap3m2,MGI:1929214,Ap3m2<em2(IMPC)H>,MGI:6149217,MRC Harwell,H-Ap3m2-INS1-EM2-B6N,both,Homozygous , Viable,
Ap3s1,MGI:1337062,Ap3s1<tm1b(EUCOMM)Hmgu>,MGI:5548436,HMGU,H4348-HEPD0632_3_G10-1,both,Homozygous , Viable,
Ap3s2,MGI:1337060,Ap3s2<tm1b(EUCOMM)Hmgu>,MGI:5548435,MRC Harwell,H-Ap3s2-B08-TM1B,both,Homozygous , Viable,
Ap4e1,MGI:1336993,Ap4e1<em1(IMPC)Bay>,-,BCM,APFEB,both,Homozygous , Subviable,Conflicting data
Ap4e1,MGI:1336993,Ap4e1<em1(IMPC)J>,MGI:5638898,JAX,JR26839,both,Homozygous , Viable,Conflicting data
Ap4e1,MGI:1336993,Ap4e1<tm1a(KOMP)Wtsi>,MGI:4362509,WTSI,MYFZ,both,Homozygous , Viable,Conflicting data
Ap4e1,MGI:1336993,Ap4e1<tm1b(KOMP)Wtsi>,MGI:5548434,BCM,APEXB,both,Homozygous , Viable,Conflicting data
Ap4e1,MGI:1336993,Ap4e1<tm1b(KOMP)Wtsi>,MGI:5548434,JAX,JR21510,both,Homozygous , Viable,Conflicting data
Ap4e1,MGI:1336993,Ap4e1<tm1b(KOMP)Wtsi>,MGI:5548434,MRC Harwell,H-AP4E1-A08-TM1B,both,Homozygous , Viable,Conflicting data
Ap4e1,MGI:1336993,Ap4e1<tm1b(KOMP)Wtsi>,MGI:5548434,WTSI,MUCH,both,Homozygous , Viable,Conflicting data
Ap4e1,MGI:1336993,Ap4e1<tm1b(KOMP)Wtsi>,MGI:5548434,RBRC,RIKEN_EPD0025_5_A08,both,Homozygous , Viable,Conflicting data
Ap4e1,MGI:1336993,Ap4e1<tm1b(KOMP)Wtsi>,MGI:5548434,UC Davis,ET6689,both,Homozygous , Viable,Conflicting data
Ap4e1,MGI:1336993,Ap4e1<tm1b(KOMP)Wtsi>,MGI:5548434,HMGU,MYFZ-4-1,both,Homozygous , Viable,Conflicting data
Ap4e1,MGI:1336993,Ap4e1<tm1b(KOMP)Wtsi>,MGI:5548434,TCP,ET6689_TCP,both,Homozygous , Viable,Conflicting data
Ap4e1,MGI:1336993,Ap4e1<tm1b(KOMP)Wtsi>,MGI:5548434,ICS,IP00005607a,both,Homozygous , Viable,Conflicting data
Ap4m1,MGI:1337063,Ap4m1<tm1b(EUCOMM)Wtsi>,MGI:5636962,WTSI,MUET,both,Homozygous , Viable,
Apbb2,MGI:108405,Apbb2<tm1.1(KOMP)Vlcg>,MGI:5574593,UC Davis,BL4576,both,Homozygous , Subviable,
Apbb3,MGI:108404,Apbb3<em1(IMPC)Marc>,-,MARC,Apbb3_cas9_del134,both,Homozygous , Viable,
Apeh,MGI:88041,Apeh<tm2b(EUCOMM)Hmgu>,MGI:5637196,BCM,APEKB,both,Homozygous , Viable,
Aph1c,MGI:1915568,Aph1c<tm1b(KOMP)Wtsi>,MGI:5548561,MRC Harwell,H-APH1C-A03-TM1B,both,Homozygous , Viable,
Apip,MGI:1926788,Apip<tm1b(EUCOMM)Wtsi>,MGI:5637096,WTSI,MUEU,both,Homozygous , Viable,
Aplp2,MGI:88047,Aplp2<tm2b(EUCOMM)Hmgu>,MGI:5572038,BCM,APLPB,both,Homozygous , Viable,
Apmap,MGI:1919131,Apmap<em1(IMPC)J>,MGI:5825060,JAX,JR30319,both,Homozygous , Viable,
Apoc4,MGI:87878,Apoc4<tm1.1(KOMP)Mbp>,MGI:5613668,HMGU,H4593-DEPD00512_2_B09-1,both,Homozygous , Viable,
Apof,MGI:104539,Apof<tm1.1(KOMP)Vlcg>,MGI:5560008,UC Davis,BL794,both,Homozygous , Viable,
Apol10b,MGI:3043522,Apol10b<tm1b(KOMP)Wtsi>,MGI:5692859,BCM,APOTB,both,Homozygous , Viable,
Apol7a,MGI:1923011,Apol7a<tm1a(KOMP)Wtsi>,MGI:4419740,WTSI,MDWB,both,Homozygous , Viable,
Apol9b,MGI:1919148,Apol9b<tm2a(KOMP)Wtsi>,MGI:5287779,WTSI,MGXQ,both,Homozygous , Viable,
Apom,MGI:1930124,Apom<tm1.1(KOMP)Vlcg>,MGI:5574605,UC Davis,BL4794,both,Homozygous , Viable,
